	filename_assembly	assembly_name	refseq_assembly_accession	spanned_gaps	unspanned_gaps	scaffold_count	scaffold_N50	contig_count	contig_N50	total_gap_length	gc_perc
129	GCF_007565055.1_ASM756505v1_assembly_stats.txt	"ASM756505v1
"	"GCF_007565055.1
"	"2832
"	"0
"	"3257
"	"144559847
"	"6089
"	"5723610
"	"283062
"	"41
"
130	GCF_007655135.1_ASM765513v2_assembly_stats.txt	"ASM765513v2
"	"GCF_007655135.1
"	"188
"	"0
"	"474
"	"39957110
"	"662
"	"4489929
"	"18800
"	"40.5
"
131	GCF_007990345.1_Gossypium_hirsutum_v2.1_assembly_stats.txt	"Gossypium_hirsutum_v2.1
"	"GCF_007990345.1
"	"5702
"	"6
"	"1033
"	"108141443
"	"6735
"	"783933
"	"2911000
"	"34.5
"
132	GCF_008121235.1_UCBerk_Dsub_1.0_assembly_stats.txt	"UCBerk_Dsub_1.0
"	"GCF_008121235.1
"	"24
"	"0
"	"32
"	"24182865
"	"56
"	"11370518
"	"12000
"	"45
"
133	GCF_008315115.2_SLUC_FBN_1.2_assembly_stats.txt	"SLUC_FBN_1.2
"	"GCF_008315115.2
"	"533
"	"0
"	"337
"	"41060379
"	"870
"	"6663498
"	"193854
"	"41
"
134	GCF_008632895.1_UCSF_Mcou_1_assembly_stats.txt	"UCSF_Mcou_1
"	"GCF_008632895.1
"	"146713
"	"0
"	"28
"	"118621203
"	"146741
"	"30483
"	"203565473
"	"41.5
"
135	GCF_008692025.1_mPhoSin1.pri_assembly_stats.txt	"mPhoSin1.pri
"	"GCF_008692025.1
"	"208
"	"0
"	"64
"	"115469292
"	"272
"	"20218762
"	"8045644
"	"41.5
"
136	GCF_008692095.1_UIUC_Espe_1.0_assembly_stats.txt	"UIUC_Espe_1.0
"	"GCF_008692095.1
"	"101221
"	"0
"	"3119
"	"30497795
"	"104340
"	"26023
"	"4031177
"	"41
"
137	GCF_008728515.1_Panubis1.0_assembly_stats.txt	"Panubis1.0
"	"GCF_008728515.1
"	"4068
"	"0
"	"11145
"	"140274886
"	"15213
"	"1464978
"	"2310713
"	"41
"
138	GCF_008729295.1_YSFRI_Pleo_2.0_assembly_stats.txt	"YSFRI_Pleo_2.0
"	"GCF_008729295.1
"	"2378
"	"0
"	"94260
"	"33285428
"	"96638
"	"896103
"	"15808974
"	"39.5
"
139	GCF_008831285.2_ASM883128v2_assembly_stats.txt	"ASM883128v2
"	"GCF_008831285.2
"	"624
"	"0
"	"786
"	"25516871
"	"1409
"	"2136418
"	"673104
"	"38.5
"
140	GCF_009193385.2_Nvit_psr_1.1_assembly_stats.txt	"Nvit_psr_1.1
"	"GCF_009193385.2
"	"0
"	"8
"	"444
"	"7180486
"	"444
"	"7180486
"	"800
"	"41
"
141	GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p_assembly_stats.txt	"palm_55x_up_171113_PBpolish2nd_filt_p
"	"GCF_009389715.1
"	"317
"	"0
"	"2391
"	"4728343
"	"2708
"	"897195
"	"31700
"	"40.5
"
142	GCF_009650485.2_ASM965048v2_assembly_stats.txt	"ASM965048v2
"	"GCF_009650485.2
"	"8
"	"0
"	"219
"	"35291776
"	"227
"	"25786103
"	"400
"	"38
"
143	GCF_009650955.1_bCorMon1.pri_assembly_stats.txt	"bCorMon1.pri
"	"GCF_009650955.1
"	"289
"	"0
"	"105
"	"74699841
"	"394
"	"11524098
"	"28870195
"	"42.5
"
144	GCF_009727055.1_ASM972705v1_assembly_stats.txt	"ASM972705v1
"	"GCF_009727055.1
"	"13145
"	"0
"	"1791
"	"69945952
"	"14936
"	"144985
"	"14764454
"	"35
"
145	GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta_assembly_stats.txt	"TDr96_F1_v2_PseudoChromosome.rev07_lg8_w2225.fasta
"	"GCF_009730915.1
"	"4759
"	"0
"	"2254
"	"23441323
"	"7013
"	"139833
"	"4746953
"	"36.5
"
146	GCF_009762305.2_mZalCal1.pri.v2_assembly_stats.txt	"mZalCal1.pri.v2
"	"GCF_009762305.2
"	"183
"	"0
"	"47
"	"147124152
"	"230
"	"32626160
"	"18537762
"	"41.5
"
147	GCF_009762535.1_fNotCel1.pri_assembly_stats.txt	"fNotCel1.pri
"	"GCF_009762535.1
"	"1133
"	"0
"	"467
"	"37090664
"	"1600
"	"3748462
"	"14268476
"	"41
"
148	GCF_009769545.1_fCycLum1.pri_assembly_stats.txt	"fCycLum1.pri
"	"GCF_009769545.1
"	"347
"	"0
"	"48
"	"23863342
"	"395
"	"4950682
"	"10182204
"	"43
"
149	GCF_009769625.2_bCygOlo1.pri.v2_assembly_stats.txt	"bCygOlo1.pri.v2
"	"GCF_009769625.2
"	"451
"	"0
"	"171
"	"81481363
"	"622
"	"8308965
"	"9922725
"	"42
"
150	GCF_009806435.1_UM_NZW_1.0_assembly_stats.txt	"UM_NZW_1.0
"	"GCF_009806435.1
"	"18175
"	"0
"	"3160
"	"111644748
"	"21335
"	"337730
"	"65881322
"	"44
"
151	GCF_009819655.1_bSylAtr1.pri_assembly_stats.txt	"bSylAtr1.pri
"	"GCF_009819655.1
"	"413
"	"0
"	"190
"	"72978054
"	"603
"	"7345957
"	"11925354
"	"42
"
152	GCF_009819705.1_fHipHip1.pri_assembly_stats.txt	"fHipHip1.pri
"	"GCF_009819705.1
"	"290
"	"0
"	"57
"	"26312018
"	"347
"	"7020318
"	"3413390
"	"42
"
153	GCF_009819795.1_bAytFul2.pri_assembly_stats.txt	"bAytFul2.pri
"	"GCF_009819795.1
"	"163
"	"0
"	"105
"	"85905639
"	"268
"	"17816505
"	"9417397
"	"41.5
"
154	GCF_009819885.2_bCatUst1.pri.v2_assembly_stats.txt	"bCatUst1.pri.v2
"	"GCF_009819885.2
"	"429
"	"0
"	"160
"	"68462074
"	"589
"	"4908935
"	"12903695
"	"42.5
"
155	GCF_009829125.3_fPerMag1.2.pri_assembly_stats.txt	"fPerMag1.2.pri
"	"GCF_009829125.3
"	"699
"	"0
"	"122
"	"32865169
"	"821
"	"2301275
"	"7178754
"	"40
"
156	GCF_009829145.1_bChiLan1.pri_assembly_stats.txt	"bChiLan1.pri
"	"GCF_009829145.1
"	"206
"	"0
"	"93
"	"75608808
"	"299
"	"18496167
"	"3303511
"	"42
"
157	GCF_009829155.1_mMusErm1.Pri_assembly_stats.txt	"mMusErm1.Pri
"	"GCF_009829155.1
"	"199
"	"0
"	"94
"	"130149454
"	"293
"	"36329944
"	"21483976
"	"41.5
"
158	GCF_009834535.1_BCGSAC_Cfer_1.0_assembly_stats.txt	"BCGSAC_Cfer_1.0
"	"GCF_009834535.1
"	"2345
"	"0
"	"2043
"	"76025729
"	"4388
"	"5365398
"	"234500
"	"41.5
"
159	GCF_009870125.1_UCI_Dpse_MV25_assembly_stats.txt	"UCI_Dpse_MV25
"	"GCF_009870125.1
"	"2
"	"0
"	"70
"	"32422566
"	"72
"	"30706867
"	"8000
"	"45
"
160	GCF_009873245.2_mBalMus1.pri.v3_assembly_stats.txt	"mBalMus1.pri.v3
"	"GCF_009873245.2
"	"867
"	"0
"	"106
"	"110314666
"	"973
"	"6315640
"	"25937074
"	"41
"
161	GCF_009914755.1_T2T-CHM13v2.0_assembly_stats.txt	"T2T-CHM13v2.0
"	"GCF_009914755.1
"	"0
"	"0
"	"24
"	"150617247
"	0	0	"0
"	"41
"
162	GCF_010015445.1_GENO_Pfluv_1.0_assembly_stats.txt	"GENO_Pfluv_1.0
"	"GCF_010015445.1
"	"789
"	"0
"	"303
"	"39550354
"	"1092
"	"4197643
"	"292730
"	"41
"
163	GCF_010389155.1_C_canadensis_v1_assembly_stats.txt	"C_canadensis_v1
"	"GCF_010389155.1
"	"502
"	"0
"	"357
"	"45539152
"	"859
"	"1620735
"	"50200
"	"34
"
164	GCF_010883055.1_B_treatae_v1_assembly_stats.txt	"B_treatae_v1
"	"GCF_010883055.1
"	"136304
"	"0
"	"5520
"	"150973230
"	"141824
"	"19588
"	"12966247
"	"31.5
"
165	GCF_011004845.1_fEsoLuc1.pri_assembly_stats.txt	"fEsoLuc1.pri
"	"GCF_011004845.1
"	"112
"	"0
"	"53
"	"37473588
"	"165
"	"22630263
"	"1022735
"	"42
"
166	GCF_011064425.1_Rrattus_CSIRO_v1_assembly_stats.txt	"Rrattus_CSIRO_v1
"	"GCF_011064425.1
"	"5674
"	"0
"	"2173
"	"158824752
"	"7847
"	"1635336
"	"552721
"	"42
"
167	GCF_011075055.1_CATAS_Mindica_2.1_assembly_stats.txt	"CATAS_Mindica_2.1
"	"GCF_011075055.1
"	"169
"	"0
"	"250
"	"17652500
"	"419
"	"3579047
"	"82844
"	"32.5
"
168	GCF_011077185.1_BPBGC_Ojam_1.0_assembly_stats.txt	"BPBGC_Ojam_1.0
"	"GCF_011077185.1
"	"18384
"	"53
"	"9642
"	"36145614
"	"28026
"	"128592
"	"31354528
"	"42
"
169	GCF_011100555.1_mCalJa1.2.pat.X_assembly_stats.txt	"mCalJa1.2.pat.X
"	"GCF_011100555.1
"	"1165
"	"0
"	"1233
"	"136971485
"	"2398
"	"13222669
"	"13690514
"	"41
"
170	GCF_011100635.1_mTriVul1.pri_assembly_stats.txt	"mTriVul1.pri
"	"GCF_011100635.1
"	"1795
"	"0
"	"212
"	"442560073
"	"2007
"	"4314688
"	"18696456
"	"39.5
"
171	GCF_011125445.2_MU-UCD_Fhet_4.1_assembly_stats.txt	"MU-UCD_Fhet_4.1
"	"GCF_011125445.2
"	"2816
"	"0
"	"1031
"	"39340135
"	"3847
"	"587965
"	"1407870
"	"41
"
172	GCF_011397635.1_E.fuscoguttatus.final_Chr_v1_assembly_stats.txt	"E.fuscoguttatus.final_Chr_v1
"	"GCF_011397635.1
"	"205
"	"0
"	"26
"	"44419306
"	"231
"	"13857438
"	"20500
"	"41.5
"
173	GCF_011750605.1_ASM1175060v1_assembly_stats.txt	"ASM1175060v1
"	"GCF_011750605.1
"	"229
"	"0
"	"94
"	"22692164
"	"323
"	"1002992
"	"1140028
"	"39
"
174	GCF_011762505.1_mArvNil1.pat.X_assembly_stats.txt	"mArvNil1.pat.X
"	"GCF_011762505.1
"	"1624
"	"0
"	"1595
"	"82689117
"	"3219
"	"11143170
"	"20289527
"	"41.5
"
175	GCF_011762595.1_mTurTru1.mat.Y_assembly_stats.txt	"mTurTru1.mat.Y
"	"GCF_011762595.1
"	"674
"	"0
"	"362
"	"108430135
"	"1036
"	"9729386
"	"6222516
"	"41.5
"
176	GCF_012273895.1_Zerene_cesonia_1.1_assembly_stats.txt	"Zerene_cesonia_1.1
"	"GCF_012273895.1
"	"10742
"	"0
"	"275
"	"9214832
"	"11017
"	"43484
"	"9113539
"	"33.5
"
177	GCF_012275295.1_bMelUnd1.mat.Z_assembly_stats.txt	"bMelUnd1.mat.Z
"	"GCF_012275295.1
"	"284
"	"0
"	"864
"	"104092594
"	"1148
"	"16636420
"	"3236129
"	"42
"
178	GCF_012432095.1_ASM1243209v1_assembly_stats.txt	"ASM1243209v1
"	"GCF_012432095.1
"	"617
"	"0
"	"353
"	"34067727
"	"970
"	"10809623
"	"3343332
"	"37
"
179	GCF_012460135.2_BPBGC_Mater_1.1_assembly_stats.txt	"BPBGC_Mater_1.1
"	"GCF_012460135.2
"	"318
"	"0
"	"374
"	"70107701
"	"692
"	"13273966
"	"63400
"	"42.5
"
180	GCF_012489685.1_LjGifu_v1.2_assembly_stats.txt	"LjGifu_v1.2
"	"GCF_012489685.1
"	"1625
"	"0
"	"65
"	"95628465
"	"1690
"	"806161
"	"194900
"	"38
"
181	GCF_013103735.1_CSU_Ecrag_1.0_assembly_stats.txt	"CSU_Ecrag_1.0
"	"GCF_013103735.1
"	"35052
"	"0
"	"4664
"	"27593271
"	"39716
"	"45088
"	"3314141
"	"40.5
"
182	GCF_013141755.1_UCI_ANSTEP_V1.0_assembly_stats.txt	"UCI_ANSTEP_V1.0
"	"GCF_013141755.1
"	"6
"	"0
"	"494
"	"88747589
"	"500
"	"38117870
"	"8500
"	"45
"
183	GCF_013265735.2_USDA_OmykA_1.1_assembly_stats.txt	"USDA_OmykA_1.1
"	"GCF_013265735.2
"	"290
"	"196
"	"939
"	"39165350
"	"1229
"	"15579713
"	"6184519
"	"43.5
"
184	GCF_013339695.2_BIME_Rsan_1.4_assembly_stats.txt	"BIME_Rsan_1.4
"	"GCF_013339695.2
"	"10359
"	"0
"	"2327
"	"208696187
"	"12685
"	"541094
"	"2707176
"	"47
"
185	GCF_013339725.1_ASM1333972v1_assembly_stats.txt	"ASM1333972v1
"	"GCF_013339725.1
"	"1576
"	"0
"	"7048
"	"183350851
"	"8624
"	"1791079
"	"158004
"	"46
"
186	GCF_013339745.2_BIME_Dsil_1.4_assembly_stats.txt	"BIME_Dsil_1.4
"	"GCF_013339745.2
"	"13519
"	"0
"	"1665
"	"189477455
"	"15182
"	"339999
"	"2285458
"	"47
"
187	GCF_013347855.1_fAngAng1.pri_assembly_stats.txt	"fAngAng1.pri
"	"GCF_013347855.1
"	"639
"	"0
"	"54
"	"57205429
"	"693
"	"5114673
"	"3868490
"	"43.5
"
188	GCF_013358625.1_SCU_Mint_v3_assembly_stats.txt	"SCU_Mint_v3
"	"GCF_013358625.1
"	"20805
"	"0
"	"2644
"	"34167173
"	"23449
"	"60666
"	"11168565
"	"39
"
189	GCF_013358815.1_fEleEle1.pri_assembly_stats.txt	"fEleEle1.pri
"	"GCF_013358815.1
"	"226
"	"0
"	"89
"	"25664172
"	"315
"	"7062559
"	"10599767
"	"42.5
"
190	GCF_013358895.1_ZZ_aureus_assembly_stats.txt	"ZZ_aureus
"	"GCF_013358895.1
"	"722
"	"0
"	"304
"	"40723988
"	"1026
"	"4182292
"	"285884
"	"40.5
"
191	GCF_013368585.1_fMegCyp1.pri_assembly_stats.txt	"fMegCyp1.pri
"	"GCF_013368585.1
"	"63
"	"0
"	"207
"	"38251172
"	"270
"	"26850664
"	"283098
"	"43
"
192	GCF_013368605.1_bNycGra1.pri_assembly_stats.txt	"bNycGra1.pri
"	"GCF_013368605.1
"	"243
"	"0
"	"190
"	"92359233
"	"433
"	"23231768
"	"6139133
"	"42.5
"
193	GCF_013373865.1_ASM1337386v2_assembly_stats.txt	"ASM1337386v2
"	"GCF_013373865.1
"	"447
"	"0
"	"725
"	"29663535
"	"1172
"	"1861574
"	"443180
"	"36.5
"
194	GCF_013377495.2_CAtr_DNAZoo_HiC_assembly_assembly_stats.txt	"CAtr_DNAZoo_HiC_assembly
"	"GCF_013377495.2
"	"130
"	"0
"	"568
"	"84552148
"	"698
"	"28995010
"	"65000
"	"42
"
195	GCF_013401445.1_ASM1340144v1_assembly_stats.txt	"ASM1340144v1
"	"GCF_013401445.1
"	"146
"	"0
"	"321
"	"13518038
"	"467
"	"4362171
"	"155133
"	"37.5
"
196	GCF_013758885.1_VT_AalbS3_pri_1.0_assembly_stats.txt	"VT_AalbS3_pri_1.0
"	"GCF_013758885.1
"	"144
"	"0
"	"7
"	"89049450
"	"151
"	"25000043
"	"1723750
"	"49
"
197	GCF_014356525.2_ASM1435652v1_assembly_stats.txt	"ASM1435652v1
"	"GCF_014356525.2
"	"4529
"	"0
"	"6875
"	"77631935
"	"11404
"	"585858
"	"452900
"	"34.5
"
198	GCF_014441545.1_ROS_Cfam_1.0_assembly_stats.txt	"ROS_Cfam_1.0
"	"GCF_014441545.1
"	"575
"	"0
"	"376
"	"64037277
"	"951
"	"12024593
"	"12662630
"	"41
"
199	GCF_014466175.1_ASM1446617v1_assembly_stats.txt	"ASM1446617v1
"	"GCF_014466175.1
"	"4987
"	"0
"	"222
"	"8532720
"	"5209
"	"96617
"	"444951
"	"34.5
"
200	GCF_014529535.1_BU_Bcop_v1_assembly_stats.txt	"BU_Bcop_v1
"	"GCF_014529535.1
"	"156
"	"0
"	"742
"	"6790317
"	"898
"	"2330419
"	"7789591
"	"35.5
"
201	GCF_014633365.1_ASM1463336v1_assembly_stats.txt	"ASM1463336v1
"	"GCF_014633365.1
"	"606
"	"0
"	"43
"	"42671757
"	"649
"	"2380091
"	"63766
"	"36.5
"
202	GCF_014743375.2_RU_Dsub_v1.1_assembly_stats.txt	"RU_Dsub_v1.1
"	"GCF_014743375.2
"	"0
"	"0
"	"299
"	"11590999
"	"299
"	"11590999
"	"0
"	"40.5
"
203	GCF_014773155.1_arast.V10309.gnm1.PFL2_assembly_stats.txt	"arast.V10309.gnm1.PFL2
"	"GCF_014773155.1
"	"14157
"	"0
"	"30
"	"141817970
"	"14187
"	"1268048
"	"86712984
"	"37
"
204	GCF_014805685.1_ASM1480568v1_assembly_stats.txt	"ASM1480568v1
"	"GCF_014805685.1
"	"597
"	"0
"	"286
"	"28049309
"	"883
"	"13195069
"	"1345608
"	"39
"
205	GCF_014825855.1_ASM1482585v1_assembly_stats.txt	"ASM1482585v1
"	"GCF_014825855.1
"	"4956
"	"0
"	"4727
"	"15222711
"	"9683
"	"781044
"	"3035291
"	"37.5
"
206	GCF_014839805.1_JHU_Msex_v1.0_assembly_stats.txt	"JHU_Msex_v1.0
"	"GCF_014839805.1
"	"2170
"	"0
"	"4057
"	"14248853
"	"6227
"	"424948
"	"1085000
"	"35.5
"
207	GCF_014839835.1_bDryPub1.pri_assembly_stats.txt	"bDryPub1.pri
"	"GCF_014839835.1
"	"187
"	"0
"	"180
"	"38715865
"	"367
"	"19150283
"	"4003130
"	"45.5
"
208	GCF_014905175.1_ASM1490517v1_assembly_stats.txt	"ASM1490517v1
"	"GCF_014905175.1
"	"112
"	"0
"	"25
"	"27481583
"	"137
"	"3929594
"	"11200
"	"26.5
"
209	GCF_014905685.2_NemWhi1_assembly_stats.txt	"NemWhi1
"	"GCF_014905685.2
"	"100521
"	"0
"	"18998
"	"49984095
"	"119519
"	"19984
"	"97663390
"	"41
"
210	GCF_015104395.2_ASM1510439v2_assembly_stats.txt	"ASM1510439v2
"	"GCF_015104395.2
"	"35602
"	"0
"	"50
"	"89928525
"	"35652
"	"255022
"	"17801000
"	"37
"
211	GCF_015220075.1_bFalRus1.pri_assembly_stats.txt	"bFalRus1.pri
"	"GCF_015220075.1
"	"635
"	"0
"	"133
"	"91094845
"	"768
"	"15323486
"	"5345814
"	"42
"
212	GCF_015220235.1_mChoDid1.pri_assembly_stats.txt	"mChoDid1.pri
"	"GCF_015220235.1
"	"1239
"	"0
"	"146
"	"146178362
"	"1385
"	"20994632
"	"80992395
"	"40
"
213	GCF_015220715.1_fPygNat1.pri_assembly_stats.txt	"fPygNat1.pri
"	"GCF_015220715.1
"	"303
"	"0
"	"55
"	"42283192
"	"358
"	"12898870
"	"10159184
"	"40.5
"
214	GCF_015220745.1_fSebUmb1.pri_assembly_stats.txt	"fSebUmb1.pri
"	"GCF_015220745.1
"	"215
"	"0
"	"138
"	"34912176
"	"353
"	"11445908
"	"1393892
"	"41
"
215	GCF_015220805.1_bPogPus1.pri_assembly_stats.txt	"bPogPus1.pri
"	"GCF_015220805.1
"	"307
"	"0
"	"252
"	"33994490
"	"559
"	"16792259
"	"6012757
"	"46
"
216	GCF_015227805.2_bHirRus1.pri.v3_assembly_stats.txt	"bHirRus1.pri.v3
"	"GCF_015227805.2
"	"1102
"	"0
"	"617
"	"76187387
"	"1719
"	"2794774
"	"25534411
"	"42.5
"
217	GCF_015228065.2_NSTDA_Pmon_1_assembly_stats.txt	"NSTDA_Pmon_1
"	"GCF_015228065.2
"	"1158702
"	"0
"	"26635
"	"44862054
"	"1185337
"	"45188
"	"393563473
"	"36.5
"
218	GCF_015476345.1_ZJU1.0_assembly_stats.txt	"ZJU1.0
"	"GCF_015476345.1
"	"905
"	"0
"	"756
"	"76269206
"	"1661
"	"5679408
"	"4230438
"	"42.5
"
219	GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal_assembly_stats.txt	"VPISU_Cqui_1.0_pri_paternal
"	"GCF_015732765.1
"	"3952
"	"0
"	"57
"	"201550677
"	"4009
"	"2875282
"	"26165474
"	"37
"
220	GCF_015832195.1_Motacilla_alba_V1.0_pri_assembly_stats.txt	"Motacilla_alba_V1.0_pri
"	"GCF_015832195.1
"	"906
"	"0
"	"619
"	"72386170
"	"1525
"	"8515530
"	"903500
"	"42.5
"
221	GCF_015846415.1_ASM1584641v1_assembly_stats.txt	"ASM1584641v1
"	"GCF_015846415.1
"	"116
"	"0
"	"51
"	"23627495
"	"167
"	"9273388
"	"11600
"	"39
"
222	GCF_015852505.1_mTacAcu1.pri_assembly_stats.txt	"mTacAcu1.pri
"	"GCF_015852505.1
"	"521
"	"0
"	"310
"	"63379719
"	"831
"	"19859057
"	"30817363
"	"45.5
"
223	GCF_016077325.2_ASM1607732v2_assembly_stats.txt	"ASM1607732v2
"	"GCF_016077325.2
"	"1418
"	"0
"	"50
"	"98589534
"	"1468
"	"25073460
"	"3528950
"	"41.5
"
224	GCF_016086655.3_UVic_Lsal_1.2_assembly_stats.txt	"UVic_Lsal_1.2
"	"GCF_016086655.3
"	"605
"	"0
"	"8066
"	"48457437
"	"8671
"	"4499712
"	"60446
"	"31
"
225	GCF_016432855.1_SaNama_1.0_assembly_stats.txt	"SaNama_1.0
"	"GCF_016432855.1
"	"3264
"	"0
"	"4121
"	"44976251
"	"7385
"	"1804090
"	"326400
"	"43.5
"
226	GCF_016432865.1_AdamAnt_v2_assembly_stats.txt	"AdamAnt_v2
"	"GCF_016432865.1
"	"618
"	"0
"	"486
"	"636717922
"	"1104
"	"51843704
"	"309000
"	"36
"
227	GCF_016433145.1_AgileGrace_assembly_stats.txt	"AgileGrace
"	"GCF_016433145.1
"	"64298
"	"0
"	"60714
"	"683521856
"	"125012
"	"73170
"	"305430680
"	"38
"
228	GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_assembly_stats.txt	"Fcat_Pben_1.1_paternal_pri
"	"GCF_016509475.1
"	"56
"	"0
"	"84
"	"148587958
"	"140
"	"82622880
"	"12400
"	"42
"
229	GCF_016545825.1_ASM1654582v1_assembly_stats.txt	"ASM1654582v1
"	"GCF_016545825.1
"	"1712
"	"0
"	"37
"	"58486256
"	"1749
"	"613643
"	"171200
"	"39.5
"
230	GCF_016617805.1_CSIRO_BtryS06_freeze2_assembly_stats.txt	"CSIRO_BtryS06_freeze2
"	"GCF_016617805.1
"	"2506
"	"0
"	"5892
"	"81886338
"	"8398
"	"350910
"	"305505
"	"36.5
"
231	GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w_assembly_stats.txt	"bGalGal1.pat.whiteleghornlayer.GRCg7w_WZ
"	"GCF_016700215.2
"	"409
"	"0
"	"276
"	"90563926
"	"685
"	"17744542
"	"4496311
"	"42
"
232	GCF_016746235.2_Prin_Dtei_1.1_assembly_stats.txt	"Prin_Dtei_1.1
"	"GCF_016746235.2
"	"33
"	"0
"	"91
"	"24551875
"	"124
"	"6375862
"	"3287
"	"43
"
233	GCF_016746245.2_Prin_Dsan_1.1_assembly_stats.txt	"Prin_Dsan_1.1
"	"GCF_016746245.2
"	"14
"	"0
"	"104
"	"25621868
"	"118
"	"10765947
"	"1394
"	"42.5
"
234	GCF_016746365.2_Prin_Dyak_Tai18E2_2.1_assembly_stats.txt	"Prin_Dyak_Tai18E2_2.1
"	"GCF_016746365.2
"	"11
"	"0
"	"54
"	"25180761
"	"65
"	"18744361
"	"1098
"	"42.5
"
235	GCF_016746395.2_Prin_Dsim_3.1_assembly_stats.txt	"Prin_Dsim_3.1
"	"GCF_016746395.2
"	"2
"	"0
"	"95
"	"23399903
"	"97
"	"22319025
"	"999
"	"42.5
"
236	GCF_016772045.2_ARS-UI_Ramb_v3.0_assembly_stats.txt	"ARS-UI_Ramb_v3.0
"	"GCF_016772045.2
"	"84
"	"0
"	"143
"	"101274418
"	"227
"	"43178051
"	"42000
"	"42
"
237	GCF_016801865.2_TS_CPP_V2_assembly_stats.txt	"TS_CPP_V2
"	"GCF_016801865.2
"	"1699
"	"0
"	"290
"	"186194774
"	"1989
"	"794805
"	"169900
"	"37
"
238	GCF_016802725.1_UNIL_Sinv_3.0_assembly_stats.txt	"UNIL_Sinv_3.0
"	"GCF_016802725.1
"	"98
"	"0
"	"219
"	"26227205
"	"317
"	"9421447
"	"3856680
"	"36
"
239	GCF_016808095.1_ASM1680809v1_assembly_stats.txt	"ASM1680809v1
"	"GCF_016808095.1
"	"32
"	"0
"	"36
"	"41033850
"	"68
"	"16516761
"	"3200
"	"33.5
"
240	GCF_016808335.1_P.virgatum_v5_assembly_stats.txt	"P.virgatum_v5
"	"GCF_016808335.1
"	"1
"	"463
"	"1090
"	"5460973
"	"1091
"	"5460973
"	"4631119
"	"47
"
241	GCF_016859285.1_ASM1685928v1_assembly_stats.txt	"ASM1685928v1
"	"GCF_016859285.1
"	"449
"	"0
"	"1482
"	"29220096
"	"1931
"	"5252707
"	"224500
"	"40.5
"
242	GCF_016881025.1_HiC_Itri_2_assembly_stats.txt	"HiC_Itri_2
"	"GCF_016881025.1
"	"146412
"	"0
"	"7132
"	"193221680
"	"153544
"	"44127
"	"167892170
"	"40
"
243	GCF_016906955.1_ROS_Pafr_v1_assembly_stats.txt	"ROS_Pafr_v1
"	"GCF_016906955.1
"	"523
"	"0
"	"194
"	"141887063
"	"717
"	"10602503
"	"9510001
"	"42
"
244	GCF_016920715.1_AaraD3_assembly_stats.txt	"AaraD3
"	"GCF_016920715.1
"	"17
"	"0
"	"102
"	"95710210
"	"119
"	"23935993
"	"1700
"	"44.5
"
245	GCF_016920845.1_GAculeatus_UGA_version5_assembly_stats.txt	"GAculeatus_UGA_version5
"	"GCF_016920845.1
"	"3122
"	"0
"	"2937
"	"20445003
"	"6059
"	"485752
"	"3574178
"	"44.5
"
246	GCF_017562075.2_AmerM5.1_assembly_stats.txt	"AmerM5.1
"	"GCF_017562075.2
"	"271
"	"0
"	"1328
"	"50316797
"	"1599
"	"2729089
"	"27100
"	"44
"
247	GCF_017589495.1_AALO_Geno_1.1_assembly_stats.txt	"AALO_Geno_1.1
"	"GCF_017589495.1
"	"1536
"	"0
"	"1095
"	"35353468
"	"2631
"	"1188980
"	"767531
"	"43
"
248	GCF_017591435.1_ASM1759143v1_assembly_stats.txt	"ASM1759143v1
"	"GCF_017591435.1
"	"1923
"	"0
"	"524
"	"21793880
"	"2447
"	"4121416
"	"961500
"	"41
"
249	GCF_017639315.1_ASM1763931v2_assembly_stats.txt	"ASM1763931v2
"	"GCF_017639315.1
"	"0
"	"0
"	"139
"	"26427416
"	"139
"	"26427416
"	"0
"	"42
"
250	GCF_017639655.2_bFalNau1.pat_assembly_stats.txt	"bFalNau1.pat
"	"GCF_017639655.2
"	"298
"	"0
"	"291
"	"91761059
"	"589
"	"13754753
"	"4077287
"	"42.5
"
251	GCF_017639745.1_fMelBoe1.pri_assembly_stats.txt	"fMelBoe1.pri
"	"GCF_017639745.1
"	"440
"	"0
"	"93
"	"37878235
"	"533
"	"9299978
"	"3217901
"	"39.5
"
252	GCF_017654505.1_ASM1765450v1_assembly_stats.txt	"ASM1765450v1
"	"GCF_017654505.1
"	"2957
"	"0
"	"4235
"	"48906729
"	"7192
"	"3441286
"	"1696462
"	"39
"
253	GCF_017976325.1_fCheRos1.pri_assembly_stats.txt	"fCheRos1.pri
"	"GCF_017976325.1
"	"60
"	"0
"	"29
"	"27778429
"	"89
"	"16959746
"	"11380
"	"42.5
"
254	GCF_017976375.1_bCucCan1.pri_assembly_stats.txt	"bCucCan1.pri
"	"GCF_017976375.1
"	"296
"	"0
"	"150
"	"78325852
"	"446
"	"20797936
"	"4922315
"	"42
"
255	GCF_017976425.1_fToxJac2.pri_assembly_stats.txt	"fToxJac2.pri
"	"GCF_017976425.1
"	"98
"	"0
"	"96
"	"26859436
"	"194
"	"15555772
"	"1137472
"	"41
"
